provider_id,provider_name,provider_type,state,city,network_tier,avg_billing_amount,peer_avg_billing,billing_ratio,active,is_anomaly,is_fraud_ring
HSP0148,Kara-Virk Hospital,Hospital,Gujarat,Hospet,Network-A,35129.53,30000,1.171,True,False,False
HSP0149,Mishra-Sanghvi Hospital,Hospital,Karnataka,Jehanabad,Network-B,24087.77,30000,0.803,True,False,False
HSP0150,"Bhasin, Chaudhary and Johal Hospital",Hospital,Tamil Nadu,Bilaspur,Network-C,35781.67,30000,1.193,True,False,False
HSP0151,"Bumb, Dugar and Khatri Hospital",Hospital,Maharashtra,Suryapet,Network-C,34839.93,30000,1.161,True,False,False
HSP0152,Dugar Inc Hospital,Hospital,West Bengal,Hospet,Network-C,34401.62,30000,1.147,True,False,False
HSP0153,"Singhal, Manne and Bali Hospital",Hospital,Telangana,Tumkur,Network-B,30637.25,30000,1.021,True,False,False
HSP0154,"Mandal, Setty and Bobal Hospital",Hospital,West Bengal,Bilaspur,Out-of-Network,27458.74,30000,0.915,True,False,False
HSP0155,"Hora, Sandal and Contractor Hospital",Hospital,Telangana,Jalgaon,Network-B,25486.44,30000,0.85,False,False,False
HSP0156,Dhar-Bora Hospital,Hospital,Uttar Pradesh,Dehradun,Network-B,35826.48,30000,1.194,True,False,False
HSP0157,Mani-Sarna Hospital,Hospital,West Bengal,Bhind,Network-B,33524.19,30000,1.117,True,False,False
HSP0158,"Modi, Rau and Magar Hospital",Hospital,Odisha,Bahraich,Network-C,35096.42,30000,1.17,True,False,False
HSP0159,Baral Group Hospital,Hospital,Andhra Pradesh,Mahbubnagar,Network-B,24584.38,30000,0.819,True,False,False
HSP0160,Bal-Chand Hospital,Hospital,Tamil Nadu,Ramgarh,Network-C,33284.65,30000,1.109,True,False,False
HSP0161,"Bail, Luthra and Baria Hospital",Hospital,Telangana,Nandyal,Network-C,24587.56,30000,0.82,True,False,False
HSP0162,"Sathe, Mall and Golla Hospital",Hospital,Rajasthan,Pallavaram,Network-C,24054.0,30000,0.802,True,False,False
HSP0163,Singhal LLC Hospital,Hospital,Tamil Nadu,Thoothukudi,Network-A,28816.27,30000,0.961,True,False,False
HSP0164,Cheema-Dyal Hospital,Hospital,Tamil Nadu,Bulandshahr,Network-A,34233.37,30000,1.141,True,False,False
HSP0165,"Tandon, Mani and Rattan Hospital",Hospital,Uttar Pradesh,Malda,Network-B,31083.84,30000,1.036,True,False,False
HSP0166,Murty LLC Hospital,Hospital,Himachal Pradesh,Bhiwandi,Network-C,26251.12,30000,0.875,True,False,False
HSP0167,Varkey-Agarwal Hospital,Hospital,Karnataka,Haridwar,Network-C,33689.18,30000,1.123,True,False,False
HSP0168,Guha PLC Hospital,Hospital,Jharkhand,Panchkula,Network-B,25641.86,30000,0.855,True,False,False
HSP0169,"Sathe, Behl and Jani Hospital",Hospital,West Bengal,Jamalpur,Network-C,31142.55,30000,1.038,True,False,False
HSP0170,Mani Group Hospital,Hospital,Uttarakhand,Bhilai,Network-B,25612.4,30000,0.854,True,False,False
HSP0171,Khatri Ltd Hospital,Hospital,Bihar,Bijapur,Network-A,24212.03,30000,0.807,True,False,False
HSP0172,"Atwal, Reddy and Chander Hospital",Hospital,Rajasthan,Raipur,Network-B,29044.58,30000,0.968,True,False,False
HSP0173,Dalal-Dube Hospital,Hospital,Telangana,Jalna,Network-B,27414.49,30000,0.914,True,False,False
HSP0174,"Mahajan, Sagar and Subramanian Hospital",Hospital,Gujarat,Latur,Network-B,34908.78,30000,1.164,True,False,False
HSP0175,Dhillon-Rajagopal Hospital,Hospital,Telangana,Khora ,Network-B,31841.27,30000,1.061,True,False,False
HSP0176,"Deshpande, Boase and Majumdar Hospital",Hospital,Haryana,Mau,Network-B,25865.3,30000,0.862,True,False,False
HSP0177,"Loke, Agate and Mandal Hospital",Hospital,Jharkhand,Dharmavaram,Network-B,33503.69,30000,1.117,True,False,False
HSP0178,"Suri, Dixit and Sekhon Hospital",Hospital,Maharashtra,Hapur,Network-B,35936.42,30000,1.198,True,False,False
HSP0179,Purohit-Shah Hospital,Hospital,Uttar Pradesh,Maheshtala,Out-of-Network,33451.08,30000,1.115,True,False,False
HSP0180,"Khare, Rajagopal and Kaur Hospital",Hospital,Odisha,Varanasi,Network-A,31835.07,30000,1.061,True,False,False
HSP0181,Solanki-Raj Hospital,Hospital,Maharashtra,Saharanpur,Network-B,24430.11,30000,0.814,True,False,False
HSP0182,Bansal-Date Hospital,Hospital,Bihar,Salem,Network-A,26952.8,30000,0.898,True,False,False
HSP0183,Chaudhry-Vora Hospital,Hospital,Maharashtra,Kanpur,Network-B,27750.84,30000,0.925,True,False,False
HSP0184,"Dhawan, Rout and Dubey Hospital",Hospital,Bihar,Nandyal,Network-B,24726.34,30000,0.824,True,False,False
HSP0185,Nigam-Rao Hospital,Hospital,Gujarat,Ozhukarai,Network-B,28729.51,30000,0.958,True,False,False
HSP0186,"Walla, Rai and Nadig Hospital",Hospital,Andhra Pradesh,Hosur,Network-A,34353.17,30000,1.145,False,False,False
HSP0187,Biswas and Sons Hospital,Hospital,Maharashtra,Ambattur,Network-B,27997.13,30000,0.933,True,False,False
HSP0188,"Chana, Saraf and Chaudhari Hospital",Hospital,Uttar Pradesh,Raiganj,Network-C,27124.18,30000,0.904,True,False,False
HSP0189,Mistry Inc Hospital,Hospital,Haryana,Anantapur,Network-B,32199.1,30000,1.073,True,False,False
HSP0190,Memon LLC Hospital,Hospital,Karnataka,Chinsurah,Out-of-Network,24582.83,30000,0.819,True,False,False
HSP0191,Konda PLC Hospital,Hospital,Tamil Nadu,Buxar,Network-A,24568.49,30000,0.819,True,False,False
HSP0192,"Gole, Garde and Gill Hospital",Hospital,Uttarakhand,Phagwara,Network-A,26259.86,30000,0.875,False,False,False
HSP0193,Khosla-Tank Hospital,Hospital,Bihar,Ahmednagar,Network-C,26899.67,30000,0.897,True,False,False
HSP0194,Kumar-Sharaf Hospital,Hospital,Punjab,Bangalore,Network-C,24056.9,30000,0.802,True,False,False
HSP0195,Mani-Dugar Hospital,Hospital,Rajasthan,Mango,Network-A,33275.25,30000,1.109,True,False,False
HSP0196,Mistry-Samra Hospital,Hospital,Haryana,Sirsa,Out-of-Network,29453.49,30000,0.982,True,False,False
HSP0197,Issac-Rajagopalan Hospital,Hospital,West Bengal,Aligarh,Network-B,33757.91,30000,1.125,True,False,False
HSP0198,Raj PLC Hospital,Hospital,Uttar Pradesh,Ramgarh,Network-C,26596.27,30000,0.887,True,False,False
HSP0199,Merchant-Bains Hospital,Hospital,Karnataka,Panipat,Network-A,24358.02,30000,0.812,True,False,False
HSP0200,Bawa PLC Hospital,Hospital,Andhra Pradesh,Baranagar,Network-A,32702.2,30000,1.09,True,False,False
HSP0201,Pandey and Sons Hospital,Hospital,Telangana,Udupi,Network-B,34680.23,30000,1.156,True,False,False
HSP0202,Devan-Chatterjee Hospital,Hospital,Bihar,Tirupati,Network-A,32317.15,30000,1.077,True,False,False
HSP0203,Bandi-Patla Hospital,Hospital,Maharashtra,Mysore,Out-of-Network,24048.09,30000,0.802,False,False,False
HSP0204,Narain-Sagar Hospital,Hospital,West Bengal,Kollam,Network-B,25522.92,30000,0.851,True,False,False
HSP0205,Zacharia LLC Hospital,Hospital,Uttar Pradesh,Dehradun,Network-B,31461.5,30000,1.049,True,False,False
HSP0206,Subramaniam-Merchant Hospital,Hospital,Assam,Raipur,Network-B,27537.06,30000,0.918,True,False,False
HSP0207,Borra-Dhaliwal Hospital,Hospital,Uttar Pradesh,Sikar,Network-A,31148.57,30000,1.038,True,False,False
HSP0208,"Pau, Chana and Rana Hospital",Hospital,Uttar Pradesh,Bilaspur,Network-B,31329.24,30000,1.044,True,False,False
HSP0209,"Dasgupta, Sha and Pillay Hospital",Hospital,Madhya Pradesh,Bhimavaram,Network-C,32709.24,30000,1.09,True,False,False
HSP0210,Prabhu-Chokshi Hospital,Hospital,Uttar Pradesh,Chittoor,Out-of-Network,29031.27,30000,0.968,True,False,False
HSP0211,Narang PLC Hospital,Hospital,Andhra Pradesh,Rajkot,Network-C,30242.76,30000,1.008,True,False,False
HSP0212,"Shetty, Mittal and Rege Hospital",Hospital,Bihar,Kolhapur,Network-C,28740.09,30000,0.958,True,False,False
HSP0213,Barad LLC Hospital,Hospital,Chhattisgarh,Bhiwandi,Out-of-Network,26141.3,30000,0.871,True,False,False
HSP0214,Keer PLC Hospital,Hospital,Uttar Pradesh,Munger,Out-of-Network,26545.77,30000,0.885,True,False,False
HSP0215,Prabhakar-Zachariah Hospital,Hospital,Telangana,Dharmavaram,Network-C,28548.63,30000,0.952,True,False,False
HSP0216,"Dubey, Sachdeva and Chaudhary Hospital",Hospital,Telangana,Tadepalligudem,Network-C,33395.52,30000,1.113,True,False,False
HSP0217,Mammen-Bali Hospital,Hospital,Bihar,Bellary,Out-of-Network,34386.87,30000,1.146,True,False,False
HSP0218,Saxena-Keer Hospital,Hospital,Bihar,Navi Mumbai,Network-A,32923.2,30000,1.097,False,False,False
HSP0219,"Pillai, Parmer and Bhat Hospital",Hospital,West Bengal,Bally,Network-B,32631.75,30000,1.088,True,False,False
HSP0220,Das Group Hospital,Hospital,Madhya Pradesh,Rajpur Sonarpur,Network-B,31304.89,30000,1.043,True,False,False
